document;siape;das;context
PORTARIA DIDES Nº 2, DE 13 DE JANEIRO DE 2025Nº 2;;;Art. 1º Conceder pensão à MARIA LUIZA DO REGO DA CUNHA LIMA, na qualidade de cônjuge do ex-servidor Antônio José de Cerqueira Antunes, ocupante do cargo de Técnico de Planejamento e Pesquisa, matrícula Siape XX956XX, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada, falecido na inatividade, em 1º de janeiro de 2025, com fundamento no inciso I do art. 3º da Portaria SGP/SEDGG/ME Nº 4645, de 24 de maio de 2022, c/c o art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, e art. 23 da Emenda Constitucional nº 103, de 12 de novembro de 2019.
PORTARIA DIDES Nº 2, DE 13 DE JANEIRO DE 2025Nº 4645;;;Art. 2º Os efeitos desta Portaria entram em vigor em 1º de janeiro de 2025, data do óbito do servidor.
PORTARIA SE/MF Nº 71, DE 15 DE JANEIRO DE 2025Nº 71;;;Art. 1º Ceder a servidora KEITI DA ROCHA GOMES, matrícula Siape nº 1692922, pertencente ao quadro de pessoal deste Ministério, para exercer o Cargo Comissionado Executivo de Diretora de Estudos Internacionais, código CCE 1.15, no Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 008, DE 16 DE JANEIRO DE 2025Nº 008;;;"Autorizar o Afastamento do País do servidor André de Mello e Souza, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais (Dinte), matrícula SIAPE n.º **046**, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar do programa ""O Sul Global e a Cooperação para o Desenvolvimento"", na Província de Yunnan, China, no período de 07 a 16 de fevereiro de 2025, incluído trânsito, com ônus limitado."
PORTARIA IPEA N° 9, DE 21 DE JANEIRO DE 2025 ;;;Autorizar o Afastamento do País do servidor Bruno de Oliveira Cruz, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais (Dirur), matrícula SIAPE n.º **88**, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar do curso sobre análise ex-ante com uso de matrizes insumo-produto, focado em mudanças climáticas, especialmente a Plataforma para Modelagem Energética na América Latina e Caribe (Energy Modelling Platform for Latin America and the Caribbean - EMP-LAC-2025), em Buenos Aires, Argentina, no período de 02 a 15 de fevereiro de 2025, incluído trânsito, com ônus limitado.
PORTARIA IPEA N° 14, DE 23 DE JANEIRO DE 2025 ;;;Declarar a vacância do cargo de Técnico de Planejamento e Pesquisa, ocupado pelo servidor VINICIUS GOMES PEREIRA, matrícula SIAPE nº XX043XX, a contar de 22 de janeiro de 2025, por posse em outro cargo inacumulável, com fundamento no art. 33, inciso VIII, da Lei n º 8.112/90.
PORTARIA IPEA N° 15, DE 24 DE JANEIRO DE 2025 ;;;"Autorizar o Afastamento do País da servidora Mônica Mora Y Araujo de Couto e Silva Pessoa, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Macroeconômicas (Dimac), matrícula SIAPE n.º **820**, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar como painelista para a sessão ""Estado del arte en la medición del desarrollo más allá del PIB"", no âmbito do programa do ""Seminário sobre a Mensuração do Desenvolvimento e sua Relação com a Cooperação Internacional"", em Santiago do Chile, no período de 26 a 29 de janeiro de 2025, incluído trânsito, com ônus limitado."
PORTARIAS IPEA DE 29 DE JANEIRO DE 2025Nº 17;;;Nº 17 - Dispensar o servidor UBEVALDO MARTINS FERNANDES Matrícula SIAPE nº. XX771XX, do encargo de substituto eventual do Chefe da Divisão de Orçamento e Finanças - DVORF, código FCE 1.07, da Coordenação de Orçamento e Finanças - COFIN, da Coordenação-Geral de Planejamento, Gestão Estratégica e Orçamento - CGPGO, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIAS IPEA DE 29 DE JANEIRO DE 2025Nº 18;;;Nº 18- Designar o servidor JOÃO VICTOR LISBÔA DE VASCONCELOS, Matrícula SIAPE nº. XX202XX, para o encargo de substituto eventual do Chefe da Divisão de Orçamento e Finanças - DVORF, código FCE 1.07, da Coordenação de Orçamento e Finanças - COFIN, da Coordenação-Geral de Planejamento, Gestão Estratégica e Orçamento - CGPGO, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica - Ipea
PORTARIA DIDES Nº 13, DE 23 DE JANEIRO DE 2025Nº 13;;;"Conceder aposentadoria voluntária ao servidor JÚLIO UBIRAJARA NOGUEIRA SILVA, ocupante do cargo de Auxiliar Técnico, Nível Intermediário, Classe ""S"", Padrão IV do Quadro de Pessoal desta Fundação, matrícula SIAPE n.º XX291XX, com fundamento no art. 10, § 1º, Inciso I, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo (processo n.º 03001.004319/2024-78)."
PORTARIA IPEA Nº 22, DE 30 DE JANEIRO DE 2025Nº 22;;;Dispensar, a pedido, o servidor BERNARDO ABREU DE MEDEIROS, Matrícula SIAPE nº XX340XX, da função comissionada de Coordenador-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, código FCE 1.13, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - Ipea, a contar de 1º de fevereiro de 2025.
PORTARIA IPEA Nº 20, DE 06 DE JANEIRO DE 2025Nº 20;;;Dispensar, a partir de 01 de fevereiro de 2025, a servidora ANA AMÉLIA CAMARANO, Matrícula SIAPE n° XX765XX, da função comissionada de Coordenadora de Estudos e Pesquisas de Igualdade de Gênero, Raça e Gerações - COGRG, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 21, DE 6 DE JANEIRO DE 2025Nº 21;;;Designar a servidora JOANA MOSTAFA, Matrícula SIAPE n° XX026XX, para exercer a partir de 01 de fevereiro de 2025, a função comissionada de Coordenadora de Estudos e Pesquisas de Igualdade de Gênero, Raça e Gerações - COGRG, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 23, DE 31 DE JANEIRO DE 2025Nº 23;;;Designar o servidor BERNARDO ALVES FURTADO, Matrícula SIAPE nº XX028XX, para, excepcionalmente, em virtude de férias do titular e do substituto, responder pelas atribuições de Coordenador de Métodos, Dados e Projeções Microeconômicas - COMIC, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - Ipea, no período de 29 de janeiro a 07 de fevereiro de 2025.
PORTARIA IPEA N° 24, DE 3 DE FEVEREIRO DE 2025 ;;;Designar o servidor o ROBERTO ROCHA COELHO PIRES, Matrícula SIAPE nº. XX315XX, para, excepcionalmente, em virtude de férias do titular e ausência de substituto, responder pelas atribuições de Diretor de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, código CCE 1.15, do Instituto de Pesquisa Econômica Aplicada - Ipea, no período de 10 a 21 de fevereiro 2025 e 24 a 28 de fevereiro de 2025.
PORTARIAS DE PESSOAL UFSM DE 5 DE FEVEREIRO DE 2025Nº 254;;;Nº 254 - EXONERAR, a pedido, a partir de 23 de janeiro de 2025, o servidor desta Universidade CLÓVIS LUÍS KONOPKA, Matrícula SIAPE 2224705, ocupante do cargo de Professor do Magistério Superior, lotado no Departamento de Cirurgia Médica/CCS, do Quadro Único desta Instituição, nos termos do Artigo 33, Inciso I da Lei n. 8.112, de 11 de dezembro de 1990. (Processo 23081.007165/2025-11)
PORTARIAS DE PESSOAL UFSM DE 5 DE FEVEREIRO DE 2025Nº 255;;;Nº 255 - DISPENSAR Vívian Jamile Beling, Matrícula SIAPE 2307104, ocupante do cargo de Professor Ensino Básico, Técnico e Tecnológico, do Quadro Único de Pessoal da UFSM, da Função Gratificada de Diretora do Departamento de Ensino, Pesquisa e Extensão - UEIIA da Unidade de Educação Infantil Ipê Amarelo, Código FG3.041, para a qual foi designada pela Portaria de Pessoal UFSM N. 116/UFSM, de 18/01/2024.
PORTARIAS DE PESSOAL UFSM DE 5 DE FEVEREIRO DE 2025Nº 256;;;II - Esta Portaria entra em vigor na data de sua publicação.
PORTARIA IPEA Nº 29, DE 5 DE FEVEREIRO DE 2025Nº 29;;;Dispensar, a pedido, o servidor LUIS CARLOS GARCIA DE MAGALHAES, Matrícula SIAPE nº XX014XX, da função comissionada de Coordenador de Crescimento e Desenvolvimento Econômico - COCDE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - Ipea, a contar de 27 de janeiro de 2025.
PORTARIA IPEA Nº 28, DE 5 DE FEVEREIRO DE 2025Nº 28;;;Designar o servidor MÁRIO MAGALHÃES, Matrícula SIAPE nº. XX059XX, para o encargo de substituto eventual do Coordenador de Trabalho e Desenvolvimento Rural - COTRA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - Ipea, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA N° 27, DE 5 DE FEVEREIRO DE 2025 ;;;Designar o servidor CARLOS HENRIQUE LEITE CORSEUIL, Matrícula SIAPE nº. XX832XX, para exercer a função comissionada de Coordenador de Trabalho e Desenvolvimento Rural - COTRA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIAS IPEA DE 5 DE FEVEREIRO DE 2025 ;;;N° 25 - Dispensar o servidor ANDRÉ GAMBIER CAMPOS, Matrícula SIAPE nº. XX594XX, do encargo de substituto do Coordenador de Trabalho e Desenvolvimento Rural - COTRA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - Ipea, a contar de 1º de fevereiro de 2025.
PORTARIA IPEA Nº 34, DE 13 DE FEVEREIRO DE 2025Nº 34;;;Autorizar o Afastamento do País do servidor PAULO AUGUSTO MEYER MATTOS NASCIMENTO, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretora, em exercício Diretoria de Estudos e Políticas Sociais (Disoc), matrícula SIAPE n.º **049**, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar 20th Anniversary celebration of the Higher Education Students' Loans Board (HESLB) - evento de celebração dos 20 anos de existência do Conselho de Empréstimos para Estudantes do Ensino Superior (HESLB), órgão do governo da Tanzânia responsável por financiamenrto estudantil, em Dar es Salaam/Tanzânia, no período de 14 a 20 de fevereiro de 2025, incluído trânsito, com ônus limitado.
PORTARIA IPEA N° 38, DE 14 DE FEVEREIRO DE 2025 ;;;Autorizar o Afastamento do País do servidor FÁBIO VERAS SOARES, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais (Dinte), matrícula SIAPE n.º XX990XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar do lançamento da revista Policy in Focus, promovido pelo IPCid/DINTE, e de reuniões de alinhamento da Task Force sobre nutrição e proteção social, co-liderada por Timor-Leste e Chile, além da Aliança Global contra a Fome e a Pobreza, interinamente coordenada pelo MRE, MDS e IPEA, em Díli/Timor-Leste, no período de 14 a 21 de fevereiro de 2025, incluído trânsito, com ônus limitado.
PORTARIA IPEA Nº 35, DE 14 DE FEVEREIRO DE 2025Nº 35;;;Autorizar o Afastamento do País do servidor ERIVELTON PIRES GUEDES, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretora, em exercício no Gabinete da Presidência (Gabin), matrícula SIAPE n.º XX395XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, convidado pela Universidade de Queen Mary a fim de visitar as instalações de ensino com a finalidade de desenvolvimento de estudos acadêmicos com base de Boletins de Ocorrências (BOs), que tratam de análises geoespaciais de crimes e incidências com possíveis causas gerais para os homicídios e possíveis propostas de políticas públicas capazes de reduzir tal número, comparando com bases internacionais de referência, a fim de permitir aos Órgãos de Segurança Pública melhorar a qualidade dessa base, em Reino Unido/Londres, no período de 03 a 16 de março de 2025, incluído trânsito, com ônus limitado.
PORTARIA DIDES Nº 29, DE 14 DE FEVEREIRO DE 2025Nº 29;;;"Art. 1º Conceder, em carácter liminar, Benefício de Pensão por Morte proveniente do Instituidor SAULO DA MATTA VIANNA BARBOSA, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada - Ipea, falecido quando aposentado, em 02 de fevereiro de 2024, à senhora ANDREA CABRAL BARBOSA, CPF nº XXX.627.081-XX, na condição de filha inválida, com fundamento na alínea ""b"", inciso IV do art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, conforme determinado nos termos do PARECER DE FORÇA EXECUTÓRIA nº 00068/2025/EATE-PES/EADM1/PGF/AGU, constante do referido processo."
PORTARIA IPEA Nº 37, DE 14 DE FEVEREIRO DE 2025Nº 37;;;Autorizar o Afastamento do País da servidora FERNANDA DE NEGRI, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretora, em exercício na Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura (Diset), matrícula SIAPE n.º XX598XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar e palestrar na segunda edição da Conferência Global INTAN INVEST, em Roma/Itália, no período de 03 a 07 de maio de 2025, incluído trânsito, com ônus limitado.
PORTARIA IPEA Nº 36, DE 14 DE FEVEREIRO DE 2025Nº 36;;;Dispensar o servidor BRUNO NONATO DOS SANTOS PEREIRA, Matrícula SIAPE nº XX468XX do encargo de substituto eventual do Chefe da Unidade de Integridade e Governança - UINTG, código FCE 1.07, da Assessoria Executiva - ASEXC, do Instituto de Pesquisa Econômica Aplicada - IPEA, a contar de 06 de fevereiro de 2025.
PORTARIA IPEA N° 39, DE 11 DE FEVEREIRO DE 2025 ;;;Designar a servidora JOANA SIMÕES DE MELO COSTA, Matrícula SIAPE nº. XX604XX, para exercer a função comissionada de Coordenadora-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIA DIDES Nº 32, DE 18 DE FEVEREIRO DE 2025Nº 32;;;Art. 1º Conceder pensão à GERALDA COÊLHO PEREIRA, na qualidade de cônjuge do ex-servidor Francisco das Chagas Pereira, ocupante do cargo de Técnico de Planejamento e Pesquisa, matrícula Siape XX277XX, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada, falecido na inatividade, em 24 de janeiro de 2025, com fundamento no inciso I do art. 3º da Portaria SGP/SEDGG/ME Nº 4645, de 24 de maio de 2022, c/c o art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, e art. 23 da Emenda Constitucional nº 103, de 12 de novembro de 2019.
PORTARIA DIDES Nº 32, DE 18 DE FEVEREIRO DE 2025Nº 4645;;;Art. 2º Os efeitos desta Portaria entram em vigor em 24 de janeiro de 2025, data do óbito do servidor.
PORTARIA IPEA N° 43, DE 20 DE FEVEREIRO DE 2025 ;;;Dispensar, a pedido, a servidora SANDRA SILVA PAULSEN, Matrícula SIAPE n° XX770XX, da Função Comissionada de Coordenadora de Financiamento Internacional para o Desenvolvimento Sustentável - CFIDS, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA SFA-MG/MAPA Nº 16, DE 20 DE FEVEREIRO DE 2025Nº 16;;;Art. 1º Instituir a recomposição da Comissão da Produção Orgânica no Estado de Minas Gerais (CPOrg-MG) e designar os seus membros titulares e suplentes no âmbito do setor público e da sociedade civil.
PORTARIA IPEA N° 44, DE 25 DE FEVEREIRO DE 2025 ;;;"Autorizar o Afastamento do País dos servidores Keiti da Rocha Gomes e Walter Antonio Desidera Neto, ocupantes dos cargos de Analista de Finanças e Controle - Diretora da Dinte e Técnico de Planejamento e Pesquisa, matrículas Siape nº *929* e *57*, respectivamente, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participarem do ""Raisina Dialogue"", em Nova Déli/Índia, no período de 15 a 21 de março de 2025, incluído trânsito, com ônus limitado."
PORTARIA IPEA N° 45, DE 26 DE FEVEREIRO DE 2025 ;;;Dispensar o servidor MARCO AURÉLIO COSTA, Matrícula SIAPE nº XX029XX, do encargo de substituto eventual do Coordenador de Desenvolvimento Urbano - CODUR, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - Ipea, a contar de 19 de fevereiro de 2025.
PORTARIA DIDES Nº 39, DE 25 DE FEVEREIRO DE 2025Nº 39;;;Conceder aposentadoria voluntária ao servidor JOSÉ FERNANDO CORDEIRO DOS SANTOS, Matrícula SIAPE nº XX599XX, ocupante do cargo de Auxiliar Administrativo, NI-S-IV, do Quadro de Pessoal desta Fundação, com fundamento no art. 10, § 1º, inciso I, da Emenda Constitucional n.º 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo (Processo n.º 03001.000787/2025-54).
PORTARIA DIDES Nº 40, DE 27 DE FEVEREIRO DE 2025Nº 40;;;"Conceder aposentadoria voluntária ao servidor LEÔNIDAS PIRES NETO ocupante do cargo de Auxiliar Técnico, Nível Intermediário, Classe ""S"", Padrão IV do Quadro de Pessoal desta Fundação, matrícula SIAPE n.º XX596XX, com fundamento no art. 20, §2º, inciso II, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo (processo n.º 03001.000586/2025-57)."
PORTARIA IPEA N° 47, DE 27 DE FEVEREIRO DE 2025 ;;;Designar a servidora o LUCIANA ACIOLY DA SILVA, Matrícula SIAPE nº. XX217XX, para, excepcionalmente, em virtude de ausência do titular e férias da substituta, responder pelas atribuições de Chefe de Gabinete, código CCE 1.13, da Presidência, do Instituto de Pesquisa Econômica Aplicada - Ipea, no período de 5 a 11 de março de 2025
PORTARIA IPEA Nº 52, DE 6 DE MARÇO DE 2025Nº 52;;;Designar o servidor JOSÉ EDUARDO ELIAS ROMÃO, Matrícula SIAPE nº XX436XX, para exercer a função comissionada de Coordenador-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, código FCE 1.13, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIAS IPEA DE 6 DE MARÇO DE 2025Nº 49;;;Nº 49 - Dispensar o servidor ELSON SANTOS SILVA, Matrícula nº XX389XX, do encargo de substituto eventual da Coordenadora de Capacitação e Desenvolvimento de Pessoas - CODEP, código FCE 1.10, da Coordenação-Geral de Gestão de Pessoas - CGPES da Diretoria de Desenvolvimento Institucional - DIDES do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIAS IPEA DE 6 DE MARÇO DE 2025Nº 50;;;Nº 50 - Dispensar o servidor LEONE AQUINO RAMOS, Matrícula SIAPE nº XX220XX, do encargo de substituto eventual do Chefe da Divisão de Capacitação - DVCAP, código FCE 1.07, da Coordenação de Capacitação e Desenvolvimento de Pessoas - CODEP, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIAS IPEA DE 6 DE MARÇO DE 2025Nº 51;;;Nº 51- Designar o servidor LEONE AQUINO RAMOS, Matrícula SIAPE nº XX220XX, para o encargo de substituto eventual da Coordenadora de Capacitação e Desenvolvimento de Pessoas - CODEP, código FCE 1.10, da Coordenação-Geral de Gestão de Pessoas - CGPES da Diretoria de Desenvolvimento Institucional - DIDES do Instituto de Pesquisa Econômica Aplicada - Ipea, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA DIDES Nº 41, DE 6 DE MARÇO DE 2025Nº 41;;;Art. 1º Conceder pensão à ANNA MARIA DE CASTRO E SILVA SIMAS DE OLIVEIRA, na qualidade de cônjuge do ex-servidor Raul Simas de Oliveira, ocupante do cargo de Técnico de Planejamento e Pesquisa, matrícula Siape XX769XX, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada, falecido na inatividade, em 1º de fevereiro de 2025, com fundamento no inciso I do art. 3º da Portaria SGP/SEDGG/ME Nº 4645, de 24 de maio de 2022, c/c o art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, e art. 23 da Emenda Constitucional nº 103, de 12 de novembro de 2019.
PORTARIA DIDES Nº 41, DE 6 DE MARÇO DE 2025Nº 4645;;;Art. 2º Os efeitos desta Portaria entram em vigor em 1º de fevereiro de 2025, data do óbito do servidor.
PORTARIAS IPEA DE 6 DE MARÇO DE 2025 ;;;N° 53 - Dispensar a servidora DANUSA PEGORARO SZIMANSKI, Matrícula SIAPE nº XX154XX, do encargo de substituta eventual da Coordenadora-Geral de Gestão de Pessoas - CGPES, código FCE 1.13, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - Ipea, nos afastamentos e impedimentos legais do titular, a contar de 10 de março de 2025.
PORTARIA IPEA N° 55, DE 7 DE MARÇO DE 2025 ;;;Designar a servidora VANESSA GAPRIOTI NADALIN, Matrícula SIAPE nº XX044XX, para encargo de substituta eventual do Coordenador de Desenvolvimento Urbano - CODUR, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - Ipea, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA N° 57, DE 12 DE MARÇO DE 2025 ;;;Dispensar o servidor LEÔNIDAS PIRES NETO, Matrícula SIAPE nº XX968XX, da função comissionada de Chefe da Unidade de Integridade, código FCE 1.07, da Assessoria Executiva - ASEXC, do Instituto de Pesquisa Econômica Aplicada - Ipea, a contar de 5 de março de 2025.
PORTARIA IPEA N° 58, DE 13 DE MARÇO DE 2025 ;;;Designar o servidor LUCAS FERRAZ VASCONCELOS, Matrícula SIAPE nº XX321XX, para exercer a função comissionada de Coordenador de Crescimento e Desenvolvimento Econômico - COCDE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIA MCID Nº 194, DE 26 DE FEVEREIRO DE 2025Nº 194;;;Art. 1º Os Anexos da Portaria MCID nº 75, de 29 de janeiro de 2024, passam a vigorar, respectivamente, na forma dos Anexos I, II, III, IV, V, VI, VII, VIII e IX desta Portaria.
PORTARIA IPEA N° 67, DE 14 DE MARÇO DE 2025 ;;;Art. 1º Disponibilizar a requisição da servidora MILENA KARLA SOARES, matrícula nº XX155XX, pertencente ao Quadro de Pessoal do Instituto de Pesquisa Economica Aplicada - IPEA, para exercer as atribuições na Secretaria de Atuação no Sistema Penitenciário da Defensoria Pública-Geral da União pelo prazo de 3 (três) anos, sem prejuízo da remuneração e dos direitos e vantagens a que faz jus.
PORTARIA IPEA N° 59, DE 14 DE MARÇO DE 2025 ;;;Autorizar o Afastamento do País do servidor Roberto Rocha Coelho Pires, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia (Diest), matrícula Siape nº *315*, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar de visita técnica (pesquisador visitante) na Universidade de Estrasburgo, no âmbito do Projeto LOCI: Lower Classes and Public Institutions, em Estrasburgo/França, no período de 18 de maio a 01 de junho de 2025, incluído trânsito, com ônus limitado.
PORTARIAS IPEA DE 14 DE MARÇO DE 2025 ;;;N° 61- Dispensar o servidor PEDRO CAVALCANTI GONÇALVES FERREIRA, Matrícula SIAPE nº XX614XX, do encargo de substituto eventual do Coordenador de Ciência de Dados e Modelagem - COCDM, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - Ipea.
PORTARIA IPEA N° 66, DE 14 DE MARÇO DE 2025 ;;;Autorizar o Afastamento do País do servidor Rafael de Moraes Baldrighi, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício no Gabinete (Gabin), matrícula Siape nº *200*, do Instituto de Pesquisa Econômica Aplicada - IPEA, para integrar a delegação brasileira com o objetivo de participar da Oitava Reunião do Fórum dos Países da América Latina e Caribe sobre o Desenvolvimento Sustentável, na sede da Comissão Econômica para América Latina e Caribe (CEPAL), realizada pela Coordenação-Geral de Desenvolvimento Sustentável (CGDES), do Itamaraty, em Santiago/Chile, no período de 02 a 05 de abril de 2025, incluído trânsito, com ônus.
PORTARIA IPEA N° 74, DE 21 DE MARÇO DE 2025 ;;;Autorizar o Afastamento do País do servidor Rodrigo Toneto, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia (Diest), matrícula Siape nº XX213XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar do Seminários Acadêmicos na Queen Mary University of London e Reuniões de Pesquisa e Trabalho de Dados no Institute for Fiscal Studies, em Reino Unido/Londres, no período de 16 a 30 de abril de 2025, incluído trânsito, com ônus limitado.
PORTARIA IPEA N° 71, DE 21 DE MARÇO DE 2025 ;;;Art. 1º Ceder o servidor RAFAEL GUERREIRO OSÓRIO, Matrícula SIAPE nº XX393XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer cargo comissionado de Secretário de Avaliação, Gestão da Informação e Cadastro Único, Código CCE 1.17, no Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome.
PORTARIA IPEA N° 72, DE 21 DE MARÇO DE 2025 ;;;Art. 1º Ceder a servidora FERNANDA DE NEGRI, Matrícula SIAPE nº XX598XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer cargo comissionado de de Secretária de Ciência, Tecnologia e Inovação e do Complexo-Industrial da Saúde, Código CCE 1.17, no Ministério da Saúde - MS.
PORTARIAS IPEA DE 19 DE MARÇO DE 2025 ;;;N° 69 - Designar, ad referendum da Diretoria Colegiada do Ipea, o servidor RAIMUNDO DA ROCHA, Matrícula SIAPE n°XX651XX, para exercer a função comissionada de Chefe da Unidade de Integridade e Governança - UINTG, código FCE 1.07, da Assessoria Executiva - ASEXC da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, ficando dispensado da função que atualmente ocupa.
